station,ccps_405fps,ccps_600fps,ccps_820fps,cc2mps_405fps,cc2mps_600fps,cc2mps_820fps,slopes
3.0,2.5026666666666664,3.8934999999999995,5.5535000000000005,0.8220831113478958,0.7828432002054707,0.7500855316467093,0.6910243102977327
4.0,2.582,3.9399999999999986,5.609333333333335,0.7968241673121613,0.7736040609137058,0.7426194437841691,0.6963884606914773
5.0,2.633910034602076,4.048275862068966,5.778988326848249,0.7811200735680506,0.7529131175468483,0.7208182063021816,0.6703171762679243
6.0,2.5020000000000002,3.8386666666666662,5.652,0.8223021582733814,0.7940257033692255,0.7370134465675867,0.6692698412698413
7.0,2.3800000000000003,3.8535999999999997,5.453499999999999,0.8644537815126051,0.7909487232717459,0.7638397359493905,0.6859280950056942
